Year,Average Household Income,Ave People in Household,Ave Rent per Month,County,County Region,Cities
2015,60001-80000,4.0,672.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2015,80001-120000,4.0,607.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2015,Negative Income,0.0,394.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2015,No Income,1.0,1076.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2016,1-20000,3.0,719.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2016,120001-160000,5.0,639.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2016,160001-200000,6.0,769.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2016,200000-Max,5.0,2187.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2016,20001-40000,3.0,829.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2016,400001-60000,4.0,913.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2016,60001-80000,4.0,799.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2016,80001-120000,5.0,394.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2016,Negative Income,0.0,323.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2016,No Income,1.0,475.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2017,1-20000,3.0,737.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2017,120001-160000,6.0,683.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2017,160001-200000,5.0,339.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2017,200000-Max,3.0,0.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2017,20001-40000,3.0,750.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2017,400001-60000,4.0,943.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2017,60001-80000,4.0,958.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2017,80001-120000,4.0,584.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2017,Negative Income,0.0,349.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2017,No Income,1.0,547.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2018,1-20000,3.0,752.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2018,120001-160000,5.0,777.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2018,160001-200000,6.0,201.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2018,200000-Max,5.0,438.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2018,20001-40000,3.0,954.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2018,400001-60000,4.0,874.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2018,60001-80000,4.0,888.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2018,80001-120000,4.0,723.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2018,Negative Income,0.0,316.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2018,No Income,2.0,143.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2019,1-20000,2.0,872.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2019,120001-160000,5.0,570.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2019,160001-200000,6.0,619.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2019,200000-Max,7.0,989.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2019,20001-40000,3.0,938.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2019,400001-60000,4.0,984.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2019,60001-80000,4.0,800.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2019,80001-120000,4.0,923.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2019,Negative Income,0.0,0.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2019,No Income,2.0,1064.0,Los Angeles,Central,"Bell Gardens, Bell, Maywood, Cudahy & Commerce Cities"
2015,1-20000,2.0,950.0,Los Angeles,Central,Burbank City
2015,120001-160000,3.0,769.0,Los Angeles,Central,Burbank City
2015,160001-200000,3.0,807.0,Los Angeles,Central,Burbank City
2015,200000-Max,3.0,198.0,Los Angeles,Central,Burbank City
2015,20001-40000,2.0,1080.0,Los Angeles,Central,Burbank City
2015,400001-60000,2.0,992.0,Los Angeles,Central,Burbank City
2015,60001-80000,2.0,821.0,Los Angeles,Central,Burbank City
2015,80001-120000,3.0,990.0,Los Angeles,Central,Burbank City
2015,Negative Income,0.0,553.0,Los Angeles,Central,Burbank City
2015,No Income,1.0,1513.0,Los Angeles,Central,Burbank City
2016,1-20000,2.0,863.0,Los Angeles,Central,Burbank City
2016,120001-160000,3.0,661.0,Los Angeles,Central,Burbank City
2016,160001-200000,3.0,696.0,Los Angeles,Central,Burbank City
2016,200000-Max,3.0,349.0,Los Angeles,Central,Burbank City
2016,20001-40000,2.0,927.0,Los Angeles,Central,Burbank City
2016,400001-60000,2.0,1142.0,Los Angeles,Central,Burbank City
2016,60001-80000,3.0,750.0,Los Angeles,Central,Burbank City
2016,80001-120000,2.0,956.0,Los Angeles,Central,Burbank City
2016,Negative Income,0.0,254.0,Los Angeles,Central,Burbank City
2016,No Income,2.0,731.0,Los Angeles,Central,Burbank City
2017,1-20000,2.0,1035.0,Los Angeles,Central,Burbank City
2017,120001-160000,3.0,960.0,Los Angeles,Central,Burbank City
2017,160001-200000,3.0,650.0,Los Angeles,Central,Burbank City
2017,200000-Max,3.0,630.0,Los Angeles,Central,Burbank City
2017,20001-40000,2.0,907.0,Los Angeles,Central,Burbank City
2017,400001-60000,2.0,960.0,Los Angeles,Central,Burbank City
2017,60001-80000,2.0,937.0,Los Angeles,Central,Burbank City
2017,80001-120000,3.0,948.0,Los Angeles,Central,Burbank City
2017,Negative Income,0.0,730.0,Los Angeles,Central,Burbank City
2017,No Income,1.0,2055.0,Los Angeles,Central,Burbank City
2018,1-20000,1.0,711.0,Los Angeles,Central,Burbank City
2018,120001-160000,2.0,883.0,Los Angeles,Central,Burbank City
2018,160001-200000,3.0,578.0,Los Angeles,Central,Burbank City
2018,200000-Max,3.0,1074.0,Los Angeles,Central,Burbank City
2018,20001-40000,2.0,947.0,Los Angeles,Central,Burbank City
2018,400001-60000,2.0,734.0,Los Angeles,Central,Burbank City
2018,60001-80000,2.0,1104.0,Los Angeles,Central,Burbank City
2018,80001-120000,3.0,762.0,Los Angeles,Central,Burbank City
2018,Negative Income,0.0,935.0,Los Angeles,Central,Burbank City
2018,No Income,1.0,1879.0,Los Angeles,Central,Burbank City
2019,1-20000,1.0,974.0,Los Angeles,Central,Burbank City
2019,120001-160000,3.0,881.0,Los Angeles,Central,Burbank City
2019,160001-200000,3.0,810.0,Los Angeles,Central,Burbank City
2019,200000-Max,3.0,451.0,Los Angeles,Central,Burbank City
2019,20001-40000,2.0,1081.0,Los Angeles,Central,Burbank City
2019,400001-60000,2.0,1010.0,Los Angeles,Central,Burbank City
2019,60001-80000,2.0,1123.0,Los Angeles,Central,Burbank City
2019,80001-120000,3.0,1293.0,Los Angeles,Central,Burbank City
2019,Negative Income,0.0,918.0,Los Angeles,Central,Burbank City
2019,No Income,1.0,773.0,Los Angeles,Central,Burbank City
2015,1-20000,3.0,603.0,Los Angeles,Central,East Los Angeles
2015,120001-160000,4.0,399.0,Los Angeles,Central,East Los Angeles
2015,160001-200000,4.0,753.0,Los Angeles,Central,East Los Angeles
2015,200000-Max,3.0,402.0,Los Angeles,Central,East Los Angeles
2015,20001-40000,3.0,755.0,Los Angeles,Central,East Los Angeles
2015,400001-60000,4.0,776.0,Los Angeles,Central,East Los Angeles
2015,60001-80000,4.0,642.0,Los Angeles,Central,East Los Angeles
2015,80001-120000,4.0,493.0,Los Angeles,Central,East Los Angeles
2015,Negative Income,0.0,367.0,Los Angeles,Central,East Los Angeles
2015,No Income,3.0,555.0,Los Angeles,Central,East Los Angeles
2016,1-20000,2.0,635.0,Los Angeles,Central,East Los Angeles
2016,120001-160000,5.0,427.0,Los Angeles,Central,East Los Angeles
2016,160001-200000,3.0,48.0,Los Angeles,Central,East Los Angeles
2016,200000-Max,5.0,0.0,Los Angeles,Central,East Los Angeles
2016,20001-40000,3.0,754.0,Los Angeles,Central,East Los Angeles
2016,400001-60000,4.0,690.0,Los Angeles,Central,East Los Angeles
2016,60001-80000,4.0,514.0,Los Angeles,Central,East Los Angeles
2016,80001-120000,5.0,556.0,Los Angeles,Central,East Los Angeles
2016,Negative Income,0.0,352.0,Los Angeles,Central,East Los Angeles
2016,No Income,3.0,932.0,Los Angeles,Central,East Los Angeles
2017,1-20000,2.0,551.0,Los Angeles,Central,East Los Angeles
2017,120001-160000,6.0,240.0,Los Angeles,Central,East Los Angeles
2017,160001-200000,4.0,0.0,Los Angeles,Central,East Los Angeles
2017,200000-Max,5.0,0.0,Los Angeles,Central,East Los Angeles
2017,20001-40000,3.0,792.0,Los Angeles,Central,East Los Angeles
2017,400001-60000,4.0,860.0,Los Angeles,Central,East Los Angeles
2017,60001-80000,4.0,635.0,Los Angeles,Central,East Los Angeles
2017,80001-120000,4.0,685.0,Los Angeles,Central,East Los Angeles
2017,Negative Income,0.0,445.0,Los Angeles,Central,East Los Angeles
2017,No Income,2.0,880.0,Los Angeles,Central,East Los Angeles
2018,1-20000,2.0,634.0,Los Angeles,Central,East Los Angeles
2018,120001-160000,5.0,245.0,Los Angeles,Central,East Los Angeles
2018,160001-200000,7.0,1223.0,Los Angeles,Central,East Los Angeles
2018,200000-Max,5.0,156.0,Los Angeles,Central,East Los Angeles
2018,20001-40000,3.0,788.0,Los Angeles,Central,East Los Angeles
2018,400001-60000,3.0,614.0,Los Angeles,Central,East Los Angeles
2018,60001-80000,4.0,701.0,Los Angeles,Central,East Los Angeles
2018,80001-120000,4.0,804.0,Los Angeles,Central,East Los Angeles
2018,Negative Income,0.0,469.0,Los Angeles,Central,East Los Angeles
2018,No Income,2.0,713.0,Los Angeles,Central,East Los Angeles
2019,1-20000,2.0,682.0,Los Angeles,Central,East Los Angeles
2019,120001-160000,5.0,435.0,Los Angeles,Central,East Los Angeles
2019,160001-200000,5.0,662.0,Los Angeles,Central,East Los Angeles
2019,200000-Max,5.0,0.0,Los Angeles,Central,East Los Angeles
2019,20001-40000,3.0,784.0,Los Angeles,Central,East Los Angeles
2019,400001-60000,4.0,803.0,Los Angeles,Central,East Los Angeles
2019,60001-80000,4.0,733.0,Los Angeles,Central,East Los Angeles
2019,80001-120000,4.0,596.0,Los Angeles,Central,East Los Angeles
2019,Negative Income,0.0,440.0,Los Angeles,Central,East Los Angeles
2019,No Income,2.0,850.0,Los Angeles,Central,East Los Angeles
2015,1-20000,2.0,585.0,Los Angeles,Central,El Monte & South El Monte Cities
2015,120001-160000,4.0,465.0,Los Angeles,Central,El Monte & South El Monte Cities
2015,160001-200000,4.0,82.0,Los Angeles,Central,El Monte & South El Monte Cities
2015,200000-Max,3.0,136.0,Los Angeles,Central,El Monte & South El Monte Cities
2015,20001-40000,3.0,764.0,Los Angeles,Central,El Monte & South El Monte Cities
2015,400001-60000,4.0,762.0,Los Angeles,Central,El Monte & South El Monte Cities
2015,60001-80000,4.0,683.0,Los Angeles,Central,El Monte & South El Monte Cities
2015,80001-120000,5.0,635.0,Los Angeles,Central,El Monte & South El Monte Cities
2015,Negative Income,0.0,517.0,Los Angeles,Central,El Monte & South El Monte Cities
2015,No Income,1.0,395.0,Los Angeles,Central,El Monte & South El Monte Cities
2016,1-20000,3.0,673.0,Los Angeles,Central,El Monte & South El Monte Cities
2016,120001-160000,5.0,307.0,Los Angeles,Central,El Monte & South El Monte Cities
2016,160001-200000,3.0,267.0,Los Angeles,Central,El Monte & South El Monte Cities
2016,200000-Max,5.0,212.0,Los Angeles,Central,El Monte & South El Monte Cities
2016,20001-40000,3.0,763.0,Los Angeles,Central,El Monte & South El Monte Cities
2016,400001-60000,4.0,671.0,Los Angeles,Central,El Monte & South El Monte Cities
2016,60001-80000,5.0,742.0,Los Angeles,Central,El Monte & South El Monte Cities
2016,80001-120000,5.0,499.0,Los Angeles,Central,El Monte & South El Monte Cities
2016,Negative Income,0.0,265.0,Los Angeles,Central,El Monte & South El Monte Cities
2016,No Income,2.0,506.0,Los Angeles,Central,El Monte & South El Monte Cities
2017,1-20000,3.0,699.0,Los Angeles,Central,El Monte & South El Monte Cities
2017,120001-160000,5.0,105.0,Los Angeles,Central,El Monte & South El Monte Cities
2017,160001-200000,4.0,233.0,Los Angeles,Central,El Monte & South El Monte Cities
2017,200000-Max,5.0,0.0,Los Angeles,Central,El Monte & South El Monte Cities
2017,20001-40000,3.0,720.0,Los Angeles,Central,El Monte & South El Monte Cities
2017,400001-60000,4.0,714.0,Los Angeles,Central,El Monte & South El Monte Cities
2017,60001-80000,4.0,671.0,Los Angeles,Central,El Monte & South El Monte Cities
2017,80001-120000,5.0,555.0,Los Angeles,Central,El Monte & South El Monte Cities
2017,Negative Income,0.0,231.0,Los Angeles,Central,El Monte & South El Monte Cities
2017,No Income,1.0,480.0,Los Angeles,Central,El Monte & South El Monte Cities
2018,1-20000,2.0,855.0,Los Angeles,Central,El Monte & South El Monte Cities
2018,120001-160000,5.0,448.0,Los Angeles,Central,El Monte & South El Monte Cities
2018,160001-200000,3.0,78.0,Los Angeles,Central,El Monte & South El Monte Cities
2018,200000-Max,5.0,282.0,Los Angeles,Central,El Monte & South El Monte Cities
2018,20001-40000,3.0,823.0,Los Angeles,Central,El Monte & South El Monte Cities
2018,400001-60000,4.0,781.0,Los Angeles,Central,El Monte & South El Monte Cities
2018,60001-80000,4.0,674.0,Los Angeles,Central,El Monte & South El Monte Cities
2018,80001-120000,4.0,454.0,Los Angeles,Central,El Monte & South El Monte Cities
2018,Negative Income,0.0,272.0,Los Angeles,Central,El Monte & South El Monte Cities
2018,No Income,1.0,2.0,Los Angeles,Central,El Monte & South El Monte Cities
2019,1-20000,2.0,626.0,Los Angeles,Central,El Monte & South El Monte Cities
2019,120001-160000,5.0,698.0,Los Angeles,Central,El Monte & South El Monte Cities
2019,160001-200000,5.0,498.0,Los Angeles,Central,El Monte & South El Monte Cities
2019,200000-Max,5.0,0.0,Los Angeles,Central,El Monte & South El Monte Cities
2019,20001-40000,3.0,917.0,Los Angeles,Central,El Monte & South El Monte Cities
2019,400001-60000,3.0,817.0,Los Angeles,Central,El Monte & South El Monte Cities
2019,60001-80000,4.0,687.0,Los Angeles,Central,El Monte & South El Monte Cities
2019,80001-120000,4.0,716.0,Los Angeles,Central,El Monte & South El Monte Cities
2019,Negative Income,0.0,481.0,Los Angeles,Central,El Monte & South El Monte Cities
2019,No Income,3.0,1600.0,Los Angeles,Central,El Monte & South El Monte Cities
2015,1-20000,2.0,860.0,Los Angeles,Central,Glendale City
2015,120001-160000,3.0,622.0,Los Angeles,Central,Glendale City
2015,160001-200000,3.0,724.0,Los Angeles,Central,Glendale City
2015,200000-Max,3.0,273.0,Los Angeles,Central,Glendale City
2015,20001-40000,2.0,933.0,Los Angeles,Central,Glendale City
2015,400001-60000,2.0,867.0,Los Angeles,Central,Glendale City
2015,60001-80000,3.0,944.0,Los Angeles,Central,Glendale City
2015,80001-120000,3.0,1092.0,Los Angeles,Central,Glendale City
2015,Negative Income,0.0,754.0,Los Angeles,Central,Glendale City
2015,No Income,2.0,1122.0,Los Angeles,Central,Glendale City
2016,1-20000,2.0,1016.0,Los Angeles,Central,Glendale City
2016,120001-160000,3.0,847.0,Los Angeles,Central,Glendale City
2016,160001-200000,3.0,414.0,Los Angeles,Central,Glendale City
2016,200000-Max,3.0,616.0,Los Angeles,Central,Glendale City
2016,20001-40000,2.0,1029.0,Los Angeles,Central,Glendale City
2016,400001-60000,2.0,928.0,Los Angeles,Central,Glendale City
2016,60001-80000,2.0,949.0,Los Angeles,Central,Glendale City
2016,80001-120000,3.0,1005.0,Los Angeles,Central,Glendale City
2016,Negative Income,0.0,555.0,Los Angeles,Central,Glendale City
2016,No Income,2.0,959.0,Los Angeles,Central,Glendale City
2017,1-20000,2.0,988.0,Los Angeles,Central,Glendale City
2017,120001-160000,3.0,1103.0,Los Angeles,Central,Glendale City
2017,160001-200000,3.0,824.0,Los Angeles,Central,Glendale City
2017,200000-Max,4.0,367.0,Los Angeles,Central,Glendale City
2017,20001-40000,3.0,970.0,Los Angeles,Central,Glendale City
2017,400001-60000,3.0,1017.0,Los Angeles,Central,Glendale City
2017,60001-80000,3.0,945.0,Los Angeles,Central,Glendale City
2017,80001-120000,3.0,1059.0,Los Angeles,Central,Glendale City
2017,Negative Income,0.0,478.0,Los Angeles,Central,Glendale City
2017,No Income,1.0,1192.0,Los Angeles,Central,Glendale City
2018,1-20000,2.0,1052.0,Los Angeles,Central,Glendale City
2018,120001-160000,3.0,1091.0,Los Angeles,Central,Glendale City
2018,160001-200000,3.0,724.0,Los Angeles,Central,Glendale City
2018,200000-Max,3.0,531.0,Los Angeles,Central,Glendale City
2018,20001-40000,2.0,1231.0,Los Angeles,Central,Glendale City
2018,400001-60000,3.0,1125.0,Los Angeles,Central,Glendale City
2018,60001-80000,2.0,1195.0,Los Angeles,Central,Glendale City
2018,80001-120000,3.0,1076.0,Los Angeles,Central,Glendale City
2018,Negative Income,0.0,606.0,Los Angeles,Central,Glendale City
2018,No Income,2.0,1132.0,Los Angeles,Central,Glendale City
2019,1-20000,2.0,1097.0,Los Angeles,Central,Glendale City
2019,120001-160000,3.0,876.0,Los Angeles,Central,Glendale City
2019,160001-200000,3.0,683.0,Los Angeles,Central,Glendale City
2019,200000-Max,3.0,481.0,Los Angeles,Central,Glendale City
2019,20001-40000,2.0,1175.0,Los Angeles,Central,Glendale City
2019,400001-60000,2.0,1010.0,Los Angeles,Central,Glendale City
2019,60001-80000,3.0,1290.0,Los Angeles,Central,Glendale City
2019,80001-120000,3.0,1409.0,Los Angeles,Central,Glendale City
2019,Negative Income,0.0,689.0,Los Angeles,Central,Glendale City
2019,No Income,1.0,1515.0,Los Angeles,Central,Glendale City
2015,1-20000,3.0,585.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2015,120001-160000,7.0,337.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2015,160001-200000,6.0,593.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2015,200000-Max,10.0,86.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2015,20001-40000,3.0,696.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2015,400001-60000,4.0,718.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2015,60001-80000,4.0,623.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2015,80001-120000,5.0,485.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2015,Negative Income,0.0,382.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2015,No Income,1.0,223.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2016,1-20000,3.0,656.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2016,120001-160000,6.0,277.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2016,160001-200000,7.0,0.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2016,200000-Max,2.0,317.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2016,20001-40000,3.0,692.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2016,400001-60000,4.0,647.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2016,60001-80000,4.0,655.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2016,80001-120000,5.0,460.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2016,Negative Income,0.0,341.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2016,No Income,2.0,1142.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,1-20000,3.0,761.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,120001-160000,6.0,540.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,160001-200000,7.0,157.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,200000-Max,5.0,0.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,20001-40000,4.0,717.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,400001-60000,4.0,653.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,60001-80000,5.0,628.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,80001-120000,5.0,466.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,Negative Income,0.0,498.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2017,No Income,2.0,564.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2018,1-20000,2.0,681.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2018,120001-160000,6.0,486.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
2018,160001-200000,7.0,439.0,Los Angeles,Central,"Huntington Park City, Florence-Graham & Walnut Park"
